domainID,siteID,horizontalPosition,verticalPosition,startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF,publicationDate,release
D02,SERC,000,025,2020-06-06T04:00:00Z,2020-06-06T04:30:00Z,100.97638,100.96655,100.98655,2e-05,180,0.01721,0.00034,0,101.41133,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T04:30:00Z,2020-06-06T05:00:00Z,100.96761,100.94655,100.97655,6e-05,180,0.01724,0.00055,0,101.40273,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T05:00:00Z,2020-06-06T05:30:00Z,100.91821,100.89655,100.94655,0.00026,180,0.01736,0.00119,0,101.3532,0.01771,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T05:30:00Z,2020-06-06T06:00:00Z,100.88621,100.87654,100.89655,5e-05,180,0.01723,0.00053,0,101.32119,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T06:00:00Z,2020-06-06T06:30:00Z,100.87321,100.86654,100.87654,2e-05,180,0.01721,0.00035,0,101.30822,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T06:30:00Z,2020-06-06T07:00:00Z,100.87976,100.86654,100.89655,1e-04,180,0.01726,0.00075,0,101.31492,0.01761,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T07:00:00Z,2020-06-06T07:30:00Z,100.8941,100.87654,100.90654,4e-05,180,0.01723,5e-04,0,101.3294,0.01757,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T07:30:00Z,2020-06-06T08:00:00Z,100.89566,100.87654,100.90654,5e-05,180,0.01723,0.00055,0,101.33102,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T08:00:00Z,2020-06-06T08:30:00Z,100.87593,100.86654,100.89655,1e-04,180,0.01727,0.00075,0,101.31119,0.01761,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T08:30:00Z,2020-06-06T09:00:00Z,100.85915,100.84654,100.87654,5e-05,180,0.01723,0.00054,0,101.29434,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T09:00:00Z,2020-06-06T09:30:00Z,100.85743,100.85654,100.86654,1e-05,180,0.01721,0.00021,0,101.29249,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T09:30:00Z,2020-06-06T10:00:00Z,100.86143,100.85654,100.87654,4e-05,180,0.01722,0.00044,0,101.29652,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T10:00:00Z,2020-06-06T10:30:00Z,100.87471,100.86654,100.88654,5e-05,180,0.01723,0.00054,0,101.30979,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T10:30:00Z,2020-06-06T11:00:00Z,100.8831,100.87654,100.89655,5e-05,180,0.01723,0.00051,0,101.31802,0.01757,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T11:00:00Z,2020-06-06T11:30:00Z,100.90304,100.89655,100.90654,2e-05,180,0.01721,0.00036,0,101.33768,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T11:30:00Z,2020-06-06T12:00:00Z,100.91755,100.90654,100.92655,6e-05,180,0.01724,0.00058,0,101.35185,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T12:00:00Z,2020-06-06T12:30:00Z,100.92849,100.91655,100.93654,5e-05,180,0.01723,0.00052,0,101.36229,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T12:30:00Z,2020-06-06T13:00:00Z,100.94321,100.93654,100.95655,5e-05,180,0.01723,0.00053,0,101.37612,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T13:00:00Z,2020-06-06T13:30:00Z,100.95544,100.94655,100.95655,1e-05,180,0.01721,0.00023,0,101.38753,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T13:30:00Z,2020-06-06T14:00:00Z,100.95655,100.95655,100.95655,0,180,0.0172,0,0,101.38782,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T14:00:00Z,2020-06-06T14:30:00Z,100.96038,100.95655,100.96655,2e-05,180,0.01722,0.00036,0,101.39077,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T14:30:00Z,2020-06-06T15:00:00Z,100.95027,100.94655,100.96655,3e-05,180,0.01722,0.00042,0,101.38011,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T15:00:00Z,2020-06-06T15:30:00Z,100.93516,100.91655,100.94655,4e-05,180,0.01723,0.00046,0,101.36455,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T15:30:00Z,2020-06-06T16:00:00Z,100.91438,100.90654,100.91655,2e-05,180,0.01721,0.00031,0,101.34245,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T16:00:00Z,2020-06-06T16:30:00Z,100.8951,100.88654,100.90654,5e-05,180,0.01723,0.00053,0,101.32215,0.01761,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T16:30:00Z,2020-06-06T17:00:00Z,100.88165,100.86654,100.89655,3e-05,180,0.01722,0.00042,0,101.3083,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T17:00:00Z,2020-06-06T17:30:00Z,100.8516,100.84654,100.86654,5e-05,180,0.01723,0.00054,0,101.27722,0.0176,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T17:30:00Z,2020-06-06T18:00:00Z,100.83531,100.81654,100.84654,0.00011,180,0.01727,0.00077,0,101.26007,0.01764,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T18:00:00Z,2020-06-06T18:30:00Z,100.79865,100.77653,100.81654,0.00018,180,0.01732,0.001,0,101.22284,0.01769,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T18:30:00Z,2020-06-06T19:00:00Z,100.76381,100.75653,100.77653,7e-05,180,0.01724,0.00061,0,101.18856,0.01762,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T19:00:00Z,2020-06-06T19:30:00Z,100.74992,100.73653,100.76653,0.00011,180,0.01727,0.00078,0,101.17431,0.01764,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T19:30:00Z,2020-06-06T20:00:00Z,100.72653,100.71653,100.73653,6e-05,180,0.01724,0.00059,0,101.15112,0.01761,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T20:00:00Z,2020-06-06T20:30:00Z,100.69897,100.67652,100.71653,7e-05,180,0.01724,0.00062,0,101.12438,0.01762,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T20:30:00Z,2020-06-06T21:00:00Z,100.6613,100.65652,100.67652,3e-05,180,0.01722,0.00043,0,101.08617,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T21:00:00Z,2020-06-06T21:30:00Z,100.64652,100.62652,100.65652,3e-05,180,0.01722,0.00039,0,101.07107,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T21:30:00Z,2020-06-06T22:00:00Z,100.62279,100.61651,100.62652,2e-05,180,0.01722,0.00036,0,101.04829,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T22:00:00Z,2020-06-06T22:30:00Z,100.62402,100.61651,100.62652,2e-05,180,0.01721,0.00032,0,101.05062,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T22:30:00Z,2020-06-06T23:00:00Z,100.62652,100.62652,100.62652,0,8,0.0172,0,1,101.05328,0.01757,1,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T23:00:00Z,2020-06-06T23:30:00Z,,,,,,,,1,,,1,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-06T23:30:00Z,2020-06-07T00:00:00Z,100.63079,100.62652,100.63652,2e-05,159,0.01722,0.00039,1,101.05931,0.01757,1,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T00:00:00Z,2020-06-07T00:30:00Z,100.63235,100.62652,100.64652,5e-05,180,0.01723,0.00055,0,101.0617,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T00:30:00Z,2020-06-07T01:00:00Z,100.65924,100.63652,100.67652,0.00015,180,0.0173,0.00091,0,101.08948,0.01764,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T01:00:00Z,2020-06-07T01:30:00Z,100.6863,100.66652,100.72652,0.00029,180,0.01738,0.00126,0,101.11732,0.01773,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T01:30:00Z,2020-06-07T02:00:00Z,100.76314,100.72652,100.77653,0.00016,180,0.0173,0.00095,0,101.19475,0.01765,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T02:00:00Z,2020-06-07T02:30:00Z,100.78653,100.77653,100.80653,1e-04,180,0.01727,0.00076,0,101.21978,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T02:30:00Z,2020-06-07T03:00:00Z,100.80726,100.80653,100.81654,1e-05,180,0.0172,0.00019,0,101.2413,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T03:00:00Z,2020-06-07T03:30:00Z,100.83454,100.80653,100.85654,0.00016,180,0.0173,0.00093,0,101.26865,0.01763,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T03:30:00Z,2020-06-07T04:00:00Z,100.86632,100.84654,100.87654,0.00012,180,0.01728,0.00083,0,101.30123,0.0176,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T04:00:00Z,2020-06-07T04:30:00Z,100.88065,100.87654,100.88654,2e-05,180,0.01722,0.00037,0,101.3165,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T04:30:00Z,2020-06-07T05:00:00Z,100.8836,100.87654,100.88654,2e-05,180,0.01721,0.00034,0,101.3202,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T05:00:00Z,2020-06-07T05:30:00Z,100.86593,100.85654,100.87654,4e-05,180,0.01722,0.00045,0,101.30336,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T05:30:00Z,2020-06-07T06:00:00Z,100.8781,100.87654,100.88654,1e-05,180,0.01721,0.00027,0,101.31597,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T06:00:00Z,2020-06-07T06:30:00Z,100.90438,100.87654,100.92655,0.00018,180,0.01731,0.00099,0,101.3425,0.01763,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T06:30:00Z,2020-06-07T07:00:00Z,100.9121,100.89655,100.92655,9e-05,180,0.01726,0.00072,0,101.35036,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T07:00:00Z,2020-06-07T07:30:00Z,100.99289,100.91655,101.01655,0.00049,180,0.01752,0.00166,0,101.43101,0.01784,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T07:30:00Z,2020-06-07T08:00:00Z,101.04006,100.99655,101.06656,0.00049,180,0.01752,0.00166,0,101.47861,0.01783,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T08:00:00Z,2020-06-07T08:30:00Z,101.02756,101.01655,101.04656,6e-05,180,0.01724,0.00056,0,101.46909,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T08:30:00Z,2020-06-07T09:00:00Z,101.05384,101.03656,101.06656,8e-05,180,0.01725,0.00068,0,101.49707,0.01757,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T09:00:00Z,2020-06-07T09:30:00Z,101.09545,101.06656,101.11656,0.00016,180,0.0173,0.00094,0,101.53921,0.01762,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T09:30:00Z,2020-06-07T10:00:00Z,101.13251,101.11656,101.13657,3e-05,180,0.01722,0.00042,0,101.57705,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T10:00:00Z,2020-06-07T10:30:00Z,101.1539,101.13657,101.16657,5e-05,180,0.01723,0.00053,0,101.59909,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T10:30:00Z,2020-06-07T11:00:00Z,101.16885,101.15657,101.17657,5e-05,180,0.01723,5e-04,0,101.6138,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T11:00:00Z,2020-06-07T11:30:00Z,101.20368,101.17657,101.22657,0.00022,180,0.01734,0.00109,0,101.6479,0.01766,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T11:30:00Z,2020-06-07T12:00:00Z,101.22541,101.21658,101.23658,3e-05,180,0.01722,4e-04,0,101.66866,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T12:00:00Z,2020-06-07T12:30:00Z,101.2413,101.22657,101.24658,5e-05,180,0.01723,0.00054,0,101.68318,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T12:30:00Z,2020-06-07T13:00:00Z,101.27664,101.24658,101.29658,0.00022,180,0.01734,0.0011,0,101.71755,0.01766,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T13:00:00Z,2020-06-07T13:30:00Z,101.30091,101.29658,101.30658,2e-05,180,0.01722,0.00037,0,101.74047,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T13:30:00Z,2020-06-07T14:00:00Z,101.29108,101.27658,101.30658,6e-05,180,0.01724,6e-04,0,101.72911,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T14:00:00Z,2020-06-07T14:30:00Z,101.29414,101.28658,101.30658,2e-05,180,0.01721,0.00034,0,101.73067,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T14:30:00Z,2020-06-07T15:00:00Z,101.29725,101.27658,101.30658,5e-05,180,0.01723,0.00054,0,101.7329,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T15:00:00Z,2020-06-07T15:30:00Z,101.28141,101.26658,101.29658,0.00014,180,0.01729,0.00089,0,101.71661,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T15:30:00Z,2020-06-07T16:00:00Z,101.26975,101.25657,101.27658,5e-05,180,0.01723,0.00051,0,101.70436,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T16:00:00Z,2020-06-07T16:30:00Z,101.26219,101.24658,101.28658,0.00017,180,0.01731,0.00097,0,101.69595,0.0176,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T16:30:00Z,2020-06-07T17:00:00Z,101.26397,101.24658,101.27658,3e-05,180,0.01722,0.00038,0,101.69706,0.0175,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T17:00:00Z,2020-06-07T17:30:00Z,101.27814,101.26658,101.30658,1e-04,180,0.01726,0.00074,0,101.71115,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T17:30:00Z,2020-06-07T18:00:00Z,101.29825,101.28658,101.31659,5e-05,180,0.01723,0.00054,0,101.73097,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T18:00:00Z,2020-06-07T18:30:00Z,101.27853,101.26658,101.28658,7e-05,180,0.01725,0.00063,0,101.71069,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T18:30:00Z,2020-06-07T19:00:00Z,101.25397,101.23658,101.28658,0.00025,180,0.01736,0.00117,0,101.68589,0.01764,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T19:00:00Z,2020-06-07T19:30:00Z,101.2368,101.22657,101.24658,3e-05,180,0.01722,0.00044,0,101.66833,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T19:30:00Z,2020-06-07T20:00:00Z,101.2128,101.19657,101.22657,9e-05,180,0.01726,0.00072,0,101.64504,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T20:00:00Z,2020-06-07T20:30:00Z,101.18135,101.16657,101.19657,0.00013,180,0.01728,0.00084,0,101.61332,0.01757,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T20:30:00Z,2020-06-07T21:00:00Z,101.16179,101.14657,101.17657,0.00011,180,0.01727,0.00079,0,101.59405,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T21:00:00Z,2020-06-07T21:30:00Z,101.14985,101.13657,101.15657,3e-05,180,0.01722,0.00038,0,101.58182,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T21:30:00Z,2020-06-07T22:00:00Z,101.15385,101.14657,101.16657,2e-05,180,0.01722,0.00036,0,101.58624,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T22:00:00Z,2020-06-07T22:30:00Z,101.17452,101.15657,101.17657,2e-05,180,0.01721,0.00035,0,101.60785,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T22:30:00Z,2020-06-07T23:00:00Z,101.18418,101.17657,101.19657,6e-05,180,0.01724,0.00057,0,101.61843,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T23:00:00Z,2020-06-07T23:30:00Z,101.2028,101.19657,101.20657,2e-05,180,0.01722,0.00036,0,101.63778,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-07T23:30:00Z,2020-06-08T00:00:00Z,101.22969,101.20657,101.23658,7e-05,180,0.01725,0.00064,0,101.66594,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T00:00:00Z,2020-06-08T00:30:00Z,101.24041,101.22657,101.24658,4e-05,180,0.01723,0.00049,0,101.67764,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T00:30:00Z,2020-06-08T01:00:00Z,101.25024,101.24658,101.25657,2e-05,180,0.01722,0.00036,0,101.68914,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T01:00:00Z,2020-06-08T01:30:00Z,101.28303,101.25657,101.30658,0.00015,180,0.0173,0.00092,0,101.72344,0.01761,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T01:30:00Z,2020-06-08T02:00:00Z,101.31658,101.30658,101.32658,6e-05,180,0.01724,0.00059,0,101.75846,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T02:00:00Z,2020-06-08T02:30:00Z,101.34309,101.32658,101.35659,6e-05,180,0.01724,0.00058,0,101.78603,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T02:30:00Z,2020-06-08T03:00:00Z,101.36948,101.35659,101.37659,8e-05,180,0.01725,0.00067,0,101.81333,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T03:00:00Z,2020-06-08T03:30:00Z,101.38131,101.37659,101.38659,3e-05,180,0.01722,0.00037,0,101.82608,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T03:30:00Z,2020-06-08T04:00:00Z,101.38659,101.38659,101.38659,0,180,0.0172,0,0,101.83223,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T04:00:00Z,2020-06-08T04:30:00Z,101.39348,101.38659,101.40659,3e-05,180,0.01722,0.00041,0,101.83962,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T04:30:00Z,2020-06-08T05:00:00Z,101.4107,101.40659,101.4266,5e-05,180,0.01723,0.00051,0,101.8573,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T05:00:00Z,2020-06-08T05:30:00Z,101.42476,101.41659,101.4266,2e-05,180,0.01721,0.00029,0,101.87158,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T05:30:00Z,2020-06-08T06:00:00Z,101.4231,101.41659,101.43659,3e-05,180,0.01722,0.00038,0,101.87002,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T06:00:00Z,2020-06-08T06:30:00Z,101.44971,101.43659,101.4666,4e-05,180,0.01722,0.00046,0,101.89673,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T06:30:00Z,2020-06-08T07:00:00Z,101.47177,101.4666,101.4766,3e-05,180,0.01722,0.00037,0,101.91911,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T07:00:00Z,2020-06-08T07:30:00Z,101.47349,101.4666,101.4866,3e-05,180,0.01722,0.00041,0,101.92151,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T07:30:00Z,2020-06-08T08:00:00Z,101.46443,101.4566,101.4766,7e-05,180,0.01725,0.00064,0,101.91286,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T08:00:00Z,2020-06-08T08:30:00Z,101.44865,101.43659,101.4566,2e-05,180,0.01721,0.00034,0,101.89703,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T08:30:00Z,2020-06-08T09:00:00Z,101.47177,101.4566,101.4766,4e-05,180,0.01723,0.00049,0,101.92021,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T09:00:00Z,2020-06-08T09:30:00Z,101.48038,101.4766,101.4866,2e-05,180,0.01722,0.00036,0,101.92908,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T09:30:00Z,2020-06-08T10:00:00Z,101.48988,101.4866,101.5066,2e-05,180,0.01722,0.00037,0,101.93907,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T10:00:00Z,2020-06-08T10:30:00Z,101.53627,101.5066,101.56661,0.00047,180,0.0175,0.00162,0,101.98592,0.01781,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T10:30:00Z,2020-06-08T11:00:00Z,101.60228,101.56661,101.62661,0.00025,180,0.01736,0.00117,0,102.05181,0.01767,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T11:00:00Z,2020-06-08T11:30:00Z,101.62117,101.61661,101.63662,4e-05,180,0.01722,0.00045,0,102.0701,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T11:30:00Z,2020-06-08T12:00:00Z,101.64829,101.63662,101.65662,3e-05,180,0.01722,4e-04,0,102.09585,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T12:00:00Z,2020-06-08T12:30:00Z,101.66617,101.65662,101.68662,4e-05,180,0.01723,0.00048,0,102.1119,0.01754,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T12:30:00Z,2020-06-08T13:00:00Z,101.67851,101.67662,101.68662,2e-05,180,0.01721,0.00029,0,102.12255,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T13:00:00Z,2020-06-08T13:30:00Z,101.68529,101.67662,101.69662,7e-05,180,0.01725,0.00064,0,102.1281,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T13:30:00Z,2020-06-08T14:00:00Z,101.69962,101.68662,101.70662,4e-05,180,0.01722,0.00046,0,102.14125,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T14:00:00Z,2020-06-08T14:30:00Z,101.70168,101.69662,101.70662,3e-05,180,0.01722,0.00037,0,102.14244,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T14:30:00Z,2020-06-08T15:00:00Z,101.71774,101.70662,101.72662,3e-05,180,0.01722,0.00038,0,102.15776,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T15:00:00Z,2020-06-08T15:30:00Z,101.71829,101.70662,101.72662,6e-05,180,0.01724,0.00057,0,102.15762,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T15:30:00Z,2020-06-08T16:00:00Z,101.71229,101.69662,101.72662,8e-05,180,0.01725,0.00066,0,102.15054,0.01753,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T16:00:00Z,2020-06-08T16:30:00Z,101.66523,101.64662,101.69662,0.00015,180,0.01729,9e-04,0,102.10254,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T16:30:00Z,2020-06-08T17:00:00Z,101.64917,101.64662,101.65662,2e-05,180,0.01721,0.00033,0,102.08564,0.0175,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T17:00:00Z,2020-06-08T17:30:00Z,101.64278,101.62661,101.65662,0.00014,180,0.01729,0.00087,0,102.07911,0.01758,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T17:30:00Z,2020-06-08T18:00:00Z,101.61006,101.59661,101.62661,4e-05,180,0.01723,0.00049,0,102.04627,0.01752,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T18:00:00Z,2020-06-08T18:30:00Z,101.58361,101.56661,101.60662,0.00012,180,0.01728,0.00082,0,102.01916,0.01757,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T18:30:00Z,2020-06-08T19:00:00Z,101.54733,101.53661,101.56661,1e-04,180,0.01726,0.00074,0,101.98318,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T19:00:00Z,2020-06-08T19:30:00Z,101.51805,101.4966,101.53661,0.00016,180,0.0173,0.00093,0,101.95371,0.01759,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T19:30:00Z,2020-06-08T20:00:00Z,101.48199,101.4666,101.4966,9e-05,180,0.01726,0.00072,0,101.91727,0.01755,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T20:00:00Z,2020-06-08T20:30:00Z,101.45682,101.43659,101.4666,1e-04,180,0.01726,0.00074,0,101.89178,0.01756,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T20:30:00Z,2020-06-08T21:00:00Z,101.43437,101.4266,101.43659,2e-05,180,0.01721,0.00031,0,101.86925,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T21:00:00Z,2020-06-08T21:30:00Z,101.42754,101.41659,101.43659,3e-05,180,0.01722,4e-04,0,101.86268,0.01751,0,20200704T042830Z,RELEASE-2021
D02,SERC,000,025,2020-06-08T21:30:00Z,2020-06-08T22:00:00Z,101.40676,101.38659,101.41659,0.00016,180,0.0173,0.00093,0,101.84215,0.0176,0,20200704T042830Z,RELEASE-2021
